title,description,url,publicationDate,category,authors,text
How Many Abortion Seekers Are Traveling to California,"After the Supreme Court overturned Roe v. Wade and some states banned abortions altogether, many Americans began crossing state lines to get one.",https://www.nytimes.com/2024/06/24/us/abortion-seekers-california.html,2024-06-24,U.S.,By Soumya Karlamangla,"After the Supreme Court overturned Roe v. Wade and some states, mainly in the South, banned abortions altogether, many Americans began crossing state lines to get one."
Where Joe Biden and Donald Trump Stand on the Issues,"Here’s what President Biden and former President Donald J. Trump have done and want to do on abortion, democracy, the economy, immigration, Israel and Gaza, and Social Security and Medicare.",https://www.nytimes.com/interactive/2024/us/politics/trump-biden-issues-election.html,2024-06-25,U.S.,By Maggie Astor,"Here’s what President Biden and former President Donald J. Trump have done and want to do on abortion, democracy, the economy, immigration, Israel and Gaza, and Social Security and Medicare."
Quotation of the Day: Realities of Abortion Bans Shift the Terms of the Issue,"Quotation of the Day for Tuesday, June 25, 2024.",https://www.nytimes.com/2024/06/25/pageoneplus/quotation-of-the-day-realities-of-abortion-bans-shift-the-terms-of-the-issue.html,2024-06-25,Corrections,,“It’s profoundly personal to a majority of the public.”
The Four Issues Trump and Biden Will Clash Over at the Debate,"Immigration, the economy, democracy and abortion rights: Here are the main ways each candidate is likely to slam the other at Thursday’s high-stakes confrontation.",https://www.nytimes.com/2024/06/25/us/politics/trump-biden-cnn-debate-attacks.html,2024-06-25,U.S.,By Nicholas Nehamas and Michael Gold,"President Biden and former President Donald J. Trump have sparred for months on the campaign trail, in interviews with reporters and through paid advertisements, creating phantom likenesses of each other to thrash and tear down."
"In Texas, Infant Mortality Rose After Abortion Ban","Deaths of infants in the state increased by 13 percent in 2022, a study found, driven by fatal birth defects.",https://www.nytimes.com/2024/06/26/upshot/texas-abortion-infant-mortality.html,2024-06-26,The Upshot,By Claire Cain Miller,New data from Texas shows a possible consequence of abortion bans: a rise in infant mortality.
"Supreme Court Appears Poised to Allow, for Now, Emergency Abortions in Idaho",A document posted briefly to the court’s website suggested a majority of the justices would reinstate a lower-court ruling that paused the state’s near-total abortion ban.,https://www.nytimes.com/2024/06/26/us/politics/supreme-court-abortion-idaho.html,2024-06-26,U.S.,By Abbie VanSickle,"The Supreme Court seems poised to temporarily allow emergency abortions in Idaho when a woman’s health is at risk, according to a copy of what appeared to be the opinion that showed up briefly on the court’s website on Wednesday."
Read the Posted Document,Bloomberg published a copy of an opinion that appeared briefly on the Supreme Court’s website and seemed to concern an Idaho abortion case.,https://www.nytimes.com/interactive/2024/06/26/us/politics/moyle-idaho.html,2024-06-26,U.S.,,Bloomberg published a copy of an opinion that appeared briefly on the Supreme Court’s website and seemed to concern an Idaho abortion case.
"In South Carolina, 3 G.O.P. Women Fought an Abortion Ban. They Lost Their Races.",The Republican women in the group of five “Sister Senators” faced primary challenges who support a near-total ban.,https://www.nytimes.com/2024/06/26/us/gop-senators-sc-abortion-ban-primary.html,2024-06-26,U.S.,By Kate Zernike,"Last year, the five self-proclaimed “Sister Senators” from South Carolina were awarded the John F. Kennedy Profile in Courage Award after they joined together across party lines to block the legislature from passing a near-total abortion ban."
Justices Appear to Mistakenly Reveal a Key Abortion Ruling,"Also, a new poll on the eve of the debate. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2024/06/26/briefing/supreme-court-idaho-abortion-biden-trump-poll.html,2024-06-26,Briefing,By Matthew Cullen,"The Supreme Court seems poised to temporarily allow emergency abortions in Idaho when a woman’s health is at risk, according to a copy of what appeared to be the court’s opinion that was posted today, and then removed, from the court’s website."
"Supreme Court Allows, for Now, Emergency Abortions in Idaho","A majority of the justices voted to dismiss the case, reinstating a lower-court ruling that paused the state’s near-total abortion ban. The ruling mirrored a version inadvertently posted a day earlier.",https://www.nytimes.com/2024/06/27/us/politics/supreme-court-idaho-abortion.html,2024-06-27,U.S.,By Abbie VanSickle,"The Supreme Court said on Thursday that it would dismiss a case about emergency abortions in Idaho, temporarily clearing the way for women in the state to receive an abortion when their health is at risk."
Fact-Checking Biden’s and Trump’s Claims on Domestic Policy,"We scrutinized the presidential candidates’ recent claims on abortion, health care, crime and climate change ahead of the debate.",https://www.nytimes.com/2024/06/27/us/politics/biden-trump-fact-check-debate.html,2024-06-27,U.S.,By Linda Qiu,"President Biden and former President Donald J. Trump will face off Thursday night for the first time in four years, giving each ample opportunity to fling accusations about the other’s positions. Some will hew close to the facts, but there will most likely be ample exaggeration or statements lacking adequate nuance."
Supreme Court’s Abortion Rulings May Set the Stage for More Restrictions,The court’s strategy of avoidance and delay cannot last and may have been shaped by a desire to avoid controversy in an election year.,https://www.nytimes.com/2024/06/28/us/politics/supreme-court-abortion.html,2024-06-28,U.S.,By Adam Liptak,"Superficially, abortion rights had a good run at the Supreme Court this term. Two weeks ago, the justices unanimously let an abortion pill remain widely available. On Thursday, the court dismissed a case about Idaho’s strict abortion ban, which had the effect of letting emergency rooms in the state perform the procedure when the patient’s health is at risk."
Iowa Supreme Court Allows Six-Week Abortion Ban to Take Effect,"Republican lawmakers passed the restrictions last year, but a lower court blocked enforcement of the law.",https://www.nytimes.com/2024/06/28/us/iowa-supreme-court-abortion-ban.html,2024-06-28,U.S.,By Mitch Smith,"The Iowa Supreme Court ruled on Friday that the state’s six-week abortion ban could be enforced, a decision that sharply limits access to the procedure and fulfills a longstanding aim of the state’s Republican leaders."
Read the document: What the Iowa Supreme Court said,The Iowa Supreme Court ruled that the state’s six-week abortion ban could be enforced. Read its ruling here.,https://www.nytimes.com/interactive/2024/06/28/us/iowa-supreme-court-abortion-ruling.html,2024-06-28,U.S.,,The Iowa Supreme Court ruled that the state’s six-week abortion ban could be enforced. Read its ruling here.
Social Conservatives Push Trump on the G.O.P.’s Anti-Abortion Platform,Leaders of the anti-abortion movement sent a letter to Donald J. Trump amid worries he may try to weaken the anti-abortion language in the party platform.,https://www.nytimes.com/2024/06/28/us/politics/trump-abortion-letter.html,2024-06-28,U.S.,By Shane Goldmacher and Jonathan Swan,"A group of some of the most powerful social conservatives in the country, fearful that Donald J. Trump may push to water down the Republican Party’s official position on abortion, sent a pointed letter to the former president this month imploring him to keep strong anti-abortion language in the party platform."
Conservative Christian Activists See Opportunity in Supreme Court Ruling,The decision overturning a precedent known as Chevron deference was celebrated by those who would target medication abortion and rights for transgender people.,https://www.nytimes.com/2024/06/28/us/politics/abortion-chevron-ruling.html,2024-06-28,U.S.,By Elizabeth Dias,Conservative Christian activists and lawyers are celebrating the Chevron decision as a significant win for their ambitions to target medication abortion and rights for transgender people.
"House G.O.P. Begins Push on Hard-Right Spending Bills, Teeing Up Future Battles","The Republican-led House loaded its funding measures with provisions that have no chance of becoming law, as both parties look toward a bigger fight later this year, most likely after the elections.",https://www.nytimes.com/2024/06/28/us/politics/house-republicans-spending-bills.html,2024-06-28,U.S.,By Catie Edmondson,The Republican-led House voted on Friday to strip President Biden’s homeland security secretary and secretary of state of their salaries. It approved measures banning military installations from having drag queen story hours for children. And it passed legislation prohibiting paid leave for Pentagon employees who get an abortion.
She Needed an Emergency Abortion. Doctors in Idaho Put Her on a Plane.,"In states that have banned abortion, hospitals have struggled to treat pregnant women facing health risks. A Supreme Court decision this week did not help.",https://www.nytimes.com/2024/06/28/us/emergency-abortion-idaho-mother.html,2024-06-28,U.S.,By Kate Zernike,"Nicole Miller had gone to the emergency room in Boise, Idaho, after waking up with heavy bleeding in her 20th week of pregnancy. By afternoon, she was still leaking amniotic fluid and hemorrhaging and, now in a panic, struggling to understand why the doctor was telling her that she needed to leave the state to be treated."
"In An Unpredictable Debate, a Tussle Over Golf Was Par for the Course",Bickering about their golf handicaps in Thursday’s presidential debate was panned as a petty exercise between two aging men trying vainly to outdo one another.,https://www.nytimes.com/2024/06/28/us/politics/debate-trump-biden-golf.html,2024-06-28,U.S.,By Alan Blinder,"It was a surreal detour during a presidential debate already filled with peculiar exchanges and meandering remarks. On Thursday night, after squabbles about the economy, abortion and the Jan. 6, 2021, Capitol riot, President Biden and former President Donald J. Trump tussled over … golf."
"Quotation of the Day: For Emergency Abortion, Idaho Doctors Flew Her Away","Quotation of the Day for Sunday, June 30, 2024.",https://www.nytimes.com/2024/06/30/pageoneplus/quotation-of-the-day-for-emergency-abortion-idaho-doctors-flew-her-away.html,2024-06-30,Corrections,,“I couldn’t comprehend: I’m standing in front of doctors who know exactly what to do and how to help and they’re refusing to do it.”
Abortion Rights Supporters Put a Winning Strategy to the Test in Arkansas,Organizers have until Friday to collect enough signatures to put abortion access on the ballot this fall in a state where conservative and evangelical values run deep.,https://www.nytimes.com/2024/07/01/us/politics/arkansas-abortion-ballot-measure.html,2024-07-01,U.S.,By Emily Cochrane,"In states like California, Ohio and Michigan, supporters of abortion rights have been undefeated in using ballot measures to ensure constitutional access to the procedure."
The Uproar Over the Immunity Ruling,Lawyers and other readers discuss the landmark Supreme Court decision. Also: A ruling on corruption; doctors and abortion bans; religion in public schools.,https://www.nytimes.com/2024/07/02/opinion/supreme-court-immunity-ruling-trump.html,2024-07-02,Opinion,,To the Editor:
A Dismissed Abortion Case Points to Internal Tensions and Dysfunction at the Supreme Court,"The court dismisses an abortion case it now says it should never have accepted, opening a window on internal tensions.",https://www.nytimes.com/2024/07/03/opinion/abortion-supreme-court.html,2024-07-03,Opinion,By Linda Greenhouse,"Given the breathtaking sweep of the Supreme Court’s decisions in the final days of its term, it’s easy to overlook a decision that had no sweep at all because it was a decision not to decide."
Organizers Say Abortion Access Is Headed to the Ballot in 3 More States,Arkansas is the third state this week where organizers said they had collected enough support for a petition to enshrine some abortion access in the State Constitution.,https://www.nytimes.com/2024/07/05/us/politics/abortion-rights-ballot-measures.html,2024-07-05,U.S.,By Emily Cochrane,Abortions rights supporters in three states this week said they had secured enough signatures to put measures on the November ballot that would enshrine some abortion access in their state constitutions.
Kansas Supreme Court Rejects Republican-Backed Abortion Regulations,"The rulings were the latest blow for abortion opponents in Kansas, where abortion protections in the State Constitution have vexed Republicans for years.",https://www.nytimes.com/2024/07/05/us/kansas-supreme-court-abortion.html,2024-07-05,U.S.,By Mitch Smith,"The Kansas Supreme Court reaffirmed abortion protections in the state’s Constitution on Friday, striking down Republican-backed laws that banned a common second-trimester abortion procedure and created additional licensing requirements for abortion clinics."
Biden Campaign Ad Targets Trump on Abortion,"After President Biden’s rocky answer on abortion at the debate, his campaign has ramped up its messaging on Donald Trump’s role in overturning Roe v. Wade and his policy stances.",https://www.nytimes.com/2024/07/08/us/politics/biden-trump-abortion-ad.html,2024-07-08,U.S.,By Simon J. Levien,"President Biden’s campaign will release a new advertisement on Monday taking direct aim at former President Donald J. Trump’s abortion policy, arguing that he is largely responsible for the end of Roe v. Wade, according to a campaign official."
"Following Trump’s Lead, Republicans Adopt Platform That Softens Stance on Abortion","The document reflects the former president’s ideological grip on his party, outlining the same nationalistic priorities that his campaign website does.",https://www.nytimes.com/2024/07/08/us/politics/trump-abortion-gop.html,2024-07-08,U.S.,"By Maggie Haberman, Shane Goldmacher and Jonathan Swan","Donald J. Trump told officials on Monday that he supports a new Republican Party platform, one that reflects the presumptive nominee’s new position on abortion rights and slims down policy specifics across all areas of government."
The Anti-Abortion Movement Is Perverting the 14th Amendment,There’s nothing particularly “moderate” about the new Republican platform.,https://www.nytimes.com/2024/07/02/opinion/14th-amendment-abortion-scotus.html,2024-07-09,Opinion,By Jamelle Bouie,"Donald Trump pushed the Republican Party’s platform committee to change its language on abortion, and on the surface it looks like an exercise in relative moderation."
Statue Honoring Women and Justice Vandalized at University of Houston,An anti-abortion group had previously denounced Shahzia Sikander’s sculpture as “satanic.” University officials said they are investigating the attack.,https://www.nytimes.com/2024/07/09/arts/design/shahzia-sikander-statue-vandalized-university-of-houston.html,2024-07-09,Arts,By Zachary Small,"Officials at the University of Houston said on Tuesday that a vandal attacked Shahzia Sikander’s sculpture “Witness,” beheading the work, which is a monument to women and justice installed on campus. Footage of the destruction, which occurred early Monday morning amid the harsh weather of Hurricane Beryl and power outages, was obtained by campus police, officials told the artist."
Trump Talks V.P. Shortlist Pros and Cons (He Likes Vance’s Beard),"Donald J. Trump has not generally offered explicit evaluations of his top contenders, but he acknowledged on Wednesday that Doug Burgum’s abortion ban and Marco Rubio’s Florida residency complicate his choice.",https://www.nytimes.com/2024/07/10/us/politics/trump-vp-shortlist-vance-burgum-rubio.html,2024-07-10,U.S.,By Michael Gold,"As the deadline for him to pick a running mate approaches, former President Donald J. Trump on Wednesday acknowledged that some of his top contenders have some factors that could complicate their being chosen."
Arkansas Rejects Abortion Rights Amendment Petition on Technicality,The Arkansas secretary of state said that the group collecting signatures to put an abortion-rights amendment on the ballot had failed to submit some of the necessary paperwork.,https://www.nytimes.com/2024/07/10/us/politics/arkansas-abortion-amendment.html,2024-07-10,U.S.,By Emily Cochrane,"The Arkansas secretary of state on Wednesday rejected an effort to put an abortion-rights amendment on the ballot this November, saying the campaign had failed to submit some of the necessary paperwork."
Hispanic Male Democrats Make an Abortion-Rights Pitch to Latino Men,"These candidates say the issue cannot be avoided in 2024, and dismiss the notion that focusing on men, who typically prioritize the economy, is a risk.",https://www.nytimes.com/2024/07/13/us/politics/hispanic-democrats-abortion-latino-men.html,2024-07-13,U.S.,By Jazmine Ulloa,"When he was a child, Representative Gabriel Vasquez never heard his parents discuss politics, much less abortion, a topic that was off limits in many Mexican Catholic households like his. So he can see why some might think he is taking a risk by focusing on abortion rights in campaigning to Latino men."
The Republicans Are Headed to Milwaukee. So Are Protesters.,"A range of activists, energized over abortion limits, Israel’s military action in Gaza and immigration, say they plan to march in the city.",https://www.nytimes.com/2024/07/13/us/rnc-milwaukee-protests.html,2024-07-13,U.S.,By Nicholas Bogel-Burroughs,"As tens of thousands of Republicans arrive in Milwaukee on Monday for their party’s convention, another large gathering is expected just outside the official meeting site: Thousands of left-leaning protesters, some of whom have spent the last two years preparing for this moment, will march in opposition to the Republicans’ platform and their nominee, Donald J. Trump."
"At a Trump Rally, a Shocking Act of Violence",Responses to the assassination attempt against the former president. Also: Abortion and the Supreme Court; children’s online behavior; body image; driving apps.,https://www.nytimes.com/2024/07/14/opinion/donald-trump-assassination-attempt.html,2024-07-14,Opinion,,To the Editor:
"J.D. Vance on the Issues, From Abortion to the Middle East","Like Donald J. Trump, the Ohio senator has been skeptical of American intervention overseas and argues that raising tariffs will create new jobs.",https://www.nytimes.com/2024/07/15/us/politics/jd-vance-abortion-immigration-issues.html,2024-07-15,U.S.,By Adam Nagourney,"Senator J.D. Vance of Ohio, Donald J. Trump’s newly chosen running mate, has made a shift from the Trump critic he was when he first entered politics to the loyalist he is today. It was a shift both in style and substance: Now, on topics as disparate as trade and Ukraine, Mr. Vance is closely aligned with Mr. Trump."
Biden Calls J.D. Vance a Trump ‘Clone’ as Democrats Label Him an Extremist,"Democrats quickly went on the attack against the newly anointed Republican vice-presidential nominee, calling out what they called his “extreme MAGA agenda.”",https://www.nytimes.com/2024/07/15/us/politics/democrats-jd-vance.html,2024-07-15,U.S.,By Nicholas Nehamas,"Democrats seized on former President Donald J. Trump’s selection of Senator J.D. Vance of Ohio as his running mate on Monday, calling Mr. Vance an extremist whose views on abortion, tax cuts and the results of the 2020 election would repel many Americans."
Opposition to Abortion Rights Is at Center of J.D. Vance’s Political Career,"As he joins Donald J. Trump’s presidential ticket, Mr. Vance is seeking to play down, and in some cases rewrite, his views.",https://www.nytimes.com/2024/07/17/us/politics/jd-vance-abortion.html,2024-07-17,U.S.,By Lisa Lerer,"Throughout his brief political career, Senator J.D. Vance of Ohio has been an unapologetic opponent of abortion rights, a view driven by his Catholic faith and one he has cited as a driving force in his agenda."
Pro-Lifers Helped Bring Trump to Power. Why Has He Abandoned Us?,"Roe is history, but abortion hasn’t ended.",https://www.nytimes.com/2024/07/19/opinion/trump-abortion-pro-life.html,2024-07-19,Opinion,By Patrick T. Brown,"I am far from the only young conservative whose interest in politics was sparked by the issue of abortion. In high school and college, we would stake out early-morning spots on the National Mall for the annual March for Life, write postcards to our elected officials and pray rosaries outside abortion clinics."
"‘Braveheart,’ ‘Grandpa,’ ‘Trumpster’: MAGA in 7 Keywords",A partial lexicon of modern Republicanism.,https://www.nytimes.com/2024/07/20/books/review/trump-rnc-maga.html,2024-07-20,Books,By A.O. Scott,"The purpose of an American political convention, at least the parts broadcast to the public, is to find a universal language that will advance a particular ideology. In that respect, many of the speeches in Milwaukee this week sounded, well, conventional. Controversial positions having to do with economics, immigration, abortion and the law were wrapped in concepts that nobody could possibly oppose: freedom, security, hard work, unity."
"Where Kamala Harris Stands on the Issues: Abortion, Immigration and More",She wants to protect the right to abortion nationally. Here’s what else to know about her positions.,https://www.nytimes.com/2024/07/21/us/politics/kamala-harris-abortion-immigration-economy-israel.html,2024-07-21,U.S.,By Maggie Astor,"Follow the latest news about the 2024 election, and the Trump and Harris campaigns."
How Kamala Harris Will Try to Put Trump on Defense,"Democrats are eager for her to deploy lines of attack that come more naturally than they did for President Biden, including on issues like abortion rights and the rule of law.",https://www.nytimes.com/2024/07/22/us/politics/kamala-harris-trump-presidential-election.html,2024-07-22,U.S.,By Nicholas Nehamas and Katie Glueck,"From the beginning of President Biden’s ill-fated re-election bid, Democrats struggled to frame the race as a choice between two radically different visions, rather than a referendum on Mr. Biden’s age and abilities."
A Lot Has Changed for Women Since 2016. What Does That Mean for Kamala Harris?,"Voters eager to elect the first female president pointed to anger over a loss of abortion rights, but also acknowledged a fear that sexism would remain difficult for Ms. Harris to overcome.",https://www.nytimes.com/2024/07/22/us/kamala-harris-women-voters.html,2024-07-22,U.S.,"By Patricia Mazzei, Jenna Russell, Richard Fausset and Christina Morales","In the eight years since Hillary Clinton failed to win the American presidency, the work force for the first time grew to include more college-educated women than college-educated men. The #MeToo movement exposed sexual harassment and toppled powerful men. The Supreme Court overturned the federal right to abortion."
Woman Sentenced to 41 Months for Blocking Entrance to Planned Parenthood,"Bevelyn Beatty Williams, an anti-abortion activist, physically confronted patients in 2020 as they tried to enter a health clinic in Manhattan, prosecutors said.",https://www.nytimes.com/2024/07/25/nyregion/planned-parenthood-woman-sentenced.html,2024-07-25,New York,By Claire Fahy,A Tennessee anti-abortion activist was sentenced to over three years in prison on Tuesday after she tried to block patients from entering a Planned Parenthood clinic in Lower Manhattan in June 2020.
"Trump, Honing Attacks on Harris, Casts Her as a Far-Left Threat","Speaking to religious conservatives in Florida, former President Donald J. Trump accused Vice President Kamala Harris of wanting to use left-wing values to transform the United States.",https://www.nytimes.com/2024/07/26/us/politics/trump-harris-turning-point-action.html,2024-07-27,U.S.,By Michael Gold,"Former President Donald J. Trump sharpened his attacks against Vice President Kamala Harris on Friday, accusing her of wanting to impose left-wing values on the nation, painting her as overly liberal on immigration and abortion and calling her a “bum” in a speech to a gathering of religious conservatives."
Iowa’s 6-Week Abortion Ban Takes Effect,The Iowa Supreme Court ruled last month that the Republican-backed law could be enforced. Abortions had been legal in the state up until about 22 weeks.,https://www.nytimes.com/2024/07/29/us/iowa-abortion-law.html,2024-07-29,U.S.,By Mitch Smith,"Iowa’s ban on abortions after roughly the sixth week of pregnancy took effect on Monday morning, changing the map of abortion access in the Midwest and giving Republicans in the state a long-sought policy victory."
Some in the Anti-Abortion Movement Want a New Deal With Trump,"Jane Coaston interviews anti-abortion activist Kristan Hawkins about Donald Trump, the changes in the G.O.P. and how activists are pushing from the outside.",https://www.nytimes.com/2024/07/29/opinion/kristan-hawkins-abortion-republicans-trump.html,2024-07-29,Opinion,By Jane Coaston,"Vice President Kamala Harris is putting new and potentially significant energy into holding Donald Trump responsible for overturning Roe v. Wade and attacking him and the G.O.P. over abortion, in what Democrats hope will lead to robust turnout by women for Ms. Harris in November. While Mr. Trump has tried to distance himself from bans on abortion at the federal level and from some efforts by states to criminalize virtually all abortions, he is politically vulnerable because of his nominees to the Supreme Court and his support from anti-abortion groups that wish to see abortion made illegal nationally, full stop."
Echoes of Roe v. Wade in Decision Granting Immunity to Trump,"Critics say the immunity ruling is flawed for reasons similar to those the court gave for overturning Roe, which had established a right to abortion.",https://www.nytimes.com/2024/07/29/us/trump-immunity-roe-v-wade.html,2024-07-29,U.S.,By Adam Liptak,"In the month since the Supreme Court granted former President Donald J. Trump substantial immunity from prosecution, a recurring critique of the decision has emerged. Lawyers and scholars say the ruling bears a striking resemblance to Roe v. Wade, the 1973 decision establishing a constitutional right to abortion."
Utah Supreme Court Upholds a Block on a Strict Abortion Ban,"Utah cannot enforce its near-total ban on abortion while a challenge to the law proceeds in the courts, the State Supreme Court ruled on Thursday.",https://www.nytimes.com/2024/08/01/us/utah-abortion-ban.html,2024-08-01,U.S.,By David W. Chen and Anna Betts,"The Utah Supreme Court upheld on Thursday a suspension of the state’s near-total ban on abortion, meaning the procedure remains legal while a court challenge to the law proceeds."
Where Tim Walz Stands on the Issues,"As governor of Minnesota, he has enacted policies to secure abortion protections, provide free meals for schoolchildren, allow recreational marijuana and set renewable energy goals.",https://www.nytimes.com/2024/08/06/us/politics/tim-walz-harris-vp-policies.html,2024-08-06,U.S.,By Maggie Astor,"Gov. Tim Walz of Minnesota, the newly announced running mate to Vice President Kamala Harris, has worked with his state’s Democratic-controlled Legislature to enact an ambitious agenda of liberal policies: free college tuition for low-income students, free meals for schoolchildren, legal recreational marijuana and protections for transgender people."
"Mike Kehoe, Missouri’s Lieutenant Governor, Wins G.O.P. Primary for Governor",The winner of the Republican primary is likely to become Missouri’s next governor. But a ballot measure on abortion that is widely expected to appear in November could boost liberal turnout.,https://www.nytimes.com/2024/08/06/us/mike-kehoe-missouris-lieutenant-governor-wins-gop-primary-for-governor.html,2024-08-07,U.S.,By Ernesto Londoño,"Lt. Gov. Mike Kehoe of Missouri won the Republican primary for governor on Tuesday, according to The Associated Press, giving him the upper hand in a contest in November to succeed Mike Parson."
Manhattan Planned Parenthood Will Stop Offering Abortions After 20 Weeks,"The shift came as Planned Parenthood’s New York chapter revealed plans to close four clinics across the state, as financial issues mount.",https://www.nytimes.com/2024/08/07/nyregion/planned-parenthood-abortions-manhattan.html,2024-08-07,New York,By Claire Fahy,"Planned Parenthood announced this week that its only Manhattan clinic would stop performing abortions after 20 weeks of pregnancy, a significant shift in a state that has maintained and even expanded access to abortion in the two years since the Supreme Court eliminated the constitutional right to the procedure."
"At 23, She Had a Termination. 55 Years Later, She’s Ready to Write About It.","In 1969, Honor Moore was granted an abortion by a Connecticut psychiatrist, and went on with her life. In 2024, she reckons with the fallout.",https://www.nytimes.com/2024/08/07/books/review/honor-moore-a-termination.html,2024-08-07,Books,By Joanna Biggs,"When Honor Moore was a 23-year-old graduate student, she had an abortion."
"To Save Conservatism From Itself, I Am Voting for Harris","If Trump loses, conservative Americans will have a chance to build something decent from the ruins of a party that was once a force for genuine good.",https://www.nytimes.com/2024/08/11/opinion/harris-trump-conservatives-abortion.html,2024-08-11,Opinion,By David French,"I believe life begins at conception. If I lived in Florida, I would support the state’s heartbeat bill and vote against the referendum seeking to liberalize Florida’s abortion laws. I supported the Dobbs decision and I support well-drafted abortion restrictions at the state and federal levels. I was a pro-life lawyer who worked for pro-life legal organizations. While I want prospective parents to be able to use I.V.F. to build their families, I do not believe that unused embryos should simply be discarded — thrown away as no longer useful."
JD Vance Repeats ‘Anti-Family’ Criticism of Democrats on Sunday Morning News Show Tour,The Republican vice-presidential nominee also defended Donald Trump’s abortion policies.,https://www.nytimes.com/2024/08/11/us/politics/jd-vance-trump-harris-democrats.html,2024-08-11,U.S.,By Maggie Astor,"In three interviews broadcast on Sunday morning, Senator JD Vance of Ohio, the Republican vice-presidential nominee, repeated his description of Democrats as “anti-family,” defended former President Donald J. Trump’s abortion policies and suggested that Vice President Kamala Harris was racist."
When ‘Abortion’ Wasn’t a Dirty Word,"The medical term once encompassed any form of pregnancy loss, including miscarriage.",https://www.nytimes.com/2024/08/13/science/medical-history-abortion.html,2024-08-13,Science,By Rachel E. Gross,"One morning in 2012, eight weeks into her pregnancy, Shannon Withycombe woke up bleeding: She was having a miscarriage. In the emergency room, however, no doctor or nurse uttered that word. Instead, she had to wait to read her discharge papers, which read “incomplete abortion.”"
Arizona Will Vote on Abortion in November: Could That Give Democrats an Edge?,"Arizona, a swing state, and Missouri will be among the states voting on whether to establish abortion rights in state constitutions. Democrats have used the issue to turn out voters.",https://www.nytimes.com/2024/08/13/us/arizona-abortion-rights-ballot-november.html,2024-08-13,U.S.,By Kate Zernike,"Arizona voters will decide in November whether to establish a right to abortion in the state constitution, a measure that could strongly influence turnout in a battleground state crucial to the presidential election and control of the Senate."
Arizona and Missouri Will Vote on Abortion in November,"Also, Hamas said it would not participate in new truce talks. Here’s the latest at the end of Tuesday.",https://www.nytimes.com/2024/08/13/briefing/arizona-missouri-abortion-measures-cease-fire-talks.html,2024-08-13,Briefing,By Matthew Cullen,"Arizona voters will decide on Election Day whether to establish a right to abortion in the state Constitution. The ballot measure is a major victory for Democrats, who have used the issue of abortion to energize their voters."
"Abortion Access on the Ballot, and Hamas Won’t Attend Peace Talks","Plus, new details on Hunter Biden’s business dealings.",https://www.nytimes.com/2024/08/14/podcasts/abortion-arizona-hamas-peace-talks.html,2024-08-14,Podcasts,"By Tracy Mumford, Kenneth P. Vogel, Mujib Mashal, Ian Stewart and Jessica Metzger",On Today’s Episode:
"How Christian Conservatives Are Planning for the Next Battle, on I.V.F.","Republicans may be backing away from abortion, but these activists have a strategy, with or without Trump.",https://www.nytimes.com/2024/08/14/us/republicans-christian-conservatives-ivf.html,2024-08-14,U.S.,By Elizabeth Dias,"The pivot seems clear. The Republican Party of the post-Roe era is sidelining anti-abortion activists. Project 2025, the conservative blueprint with innovative abortion bans, has been disavowed by Donald Trump. And the new G.O.P. platform even promises to advance access to in vitro fertilization."
Democrats Are Missing Out on a Big Opportunity on Abortion Rights,Kamala Harris should show voters what Donald Trump could do in a second term.,https://www.nytimes.com/2024/08/15/opinion/abortion-harris-trump.html,2024-08-15,Opinion,By Mary Ziegler,"Protecting reproductive rights is one of Democrats’ strongest issues, and their ability to capitalize on it may decide a tight election. Chances are even better now with Kamala Harris, a candidate known for her unapologetic positions on the issue, at the top of the ticket."
Arizona Court Sides With G.O.P. Over Abortion Language in Voter Pamphlets,The court ruled that informational brochures the state sends to voters can use the term “unborn human being” to describe an embryo or a fetus.,https://www.nytimes.com/2024/08/15/us/arizona-supreme-court-abortion.html,2024-08-15,U.S.,By Kate Zernike,"Two days after Arizona’s secretary of state certified the signatures needed to put before voters a ballot measure establishing a right to abortion in the state Constitution, the Arizona Supreme Court sided with Republican anti-abortion lawmakers in a dispute over how to describe the measure to voters."
Free Vasectomies and an Inflatable IUD: Abortion Rights Advocates Hit the D.N.C.,"This convention is likely to be a head-on display of a new, unbridled abortion politics.",https://www.nytimes.com/2024/08/16/us/politics/dnc-abortion-rights.html,2024-08-16,U.S.,By Jess Bidgood,"While delegates are in Chicago for next week’s Democratic National Convention, they will engage in the typical pageantry and traditions: They’ll vote for their nominee, pose for photos with elected officials, and show off their state with cool buttons or themed hats."
"For Abortion Providers, a Tough Business Gets Even Tougher","After the fall of Roe v. Wade, some clinics thought they could expand their businesses in states that still allowed them to operate. It hasn’t quite worked out that way.",https://www.nytimes.com/2024/08/17/business/abortion-clinic-laws.html,2024-08-17,Business Day,By Jennifer Miller,"Providing abortion services has always been a difficult business, with tiny-to-nonexistent profit margins and often-challenging logistical obstacles. And the Supreme Court’s decision in Dobbs v. Jackson two years ago, which eliminated the constitutional right to an abortion, has made the landscape of reproductive services even tougher."
